antibody_id,vh_length,vl_length,chain_length_ratio,vh_aa_A,vh_aa_C,vh_aa_D,vh_aa_E,vh_aa_F,vh_aa_G,vh_aa_H,vh_aa_I,vh_aa_K,vh_aa_L,vh_aa_M,vh_aa_N,vh_aa_P,vh_aa_Q,vh_aa_R,vh_aa_S,vh_aa_T,vh_aa_V,vh_aa_W,vh_aa_Y,vl_aa_A,vl_aa_C,vl_aa_D,vl_aa_E,vl_aa_F,vl_aa_G,vl_aa_H,vl_aa_I,vl_aa_K,vl_aa_L,vl_aa_M,vl_aa_N,vl_aa_P,vl_aa_Q,vl_aa_R,vl_aa_S,vl_aa_T,vl_aa_V,vl_aa_W,vl_aa_Y
P907-A14-arid-pond-618a6,123,107,1.1495327102803738,0.08943089430894309,0.016260162601626018,0.04878048780487805,0.04065040650406504,0.06504065040650407,0.12195121951219512,0.016260162601626018,0.032520325203252036,0.056910569105691054,0.06504065040650407,0.024390243902439025,0.04065040650406504,0.024390243902439025,0.032520325203252036,0.056910569105691054,0.11382113821138211,0.04065040650406504,0.06504065040650407,0.024390243902439025,0.024390243902439025,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.028037383177570093,0.028037383177570093,0.11214953271028037,0.009345794392523364,0.056074766355140186,0.04672897196261682,0.102803738317757,0.009345794392523364,0.0,0.056074766355140186,0.07476635514018691,0.04672897196261682,0.12149532710280374,0.08411214953271028,0.04672897196261682,0.018691588785046728,0.04672897196261682
P907-A14-asphalt-resin-c0dd5,129,108,1.1944444444444444,0.07751937984496124,0.015503875968992248,0.05426356589147287,0.031007751937984496,0.031007751937984496,0.08527131782945736,0.0,0.023255813953488372,0.023255813953488372,0.08527131782945736,0.023255813953488372,0.031007751937984496,0.023255813953488372,0.031007751937984496,0.06976744186046512,0.13953488372093023,0.08527131782945736,0.08527131782945736,0.023255813953488372,0.06201550387596899,0.08333333333333333,0.018518518518518517,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.0,0.037037037037037035,0.018518518518518517,0.046296296296296294,0.0,0.046296296296296294,0.05555555555555555,0.06481481481481481,0.06481481481481481,0.1111111111111111,0.07407407407407407,0.08333333333333333,0.009259259259259259,0.037037037037037035
P907-A14-associative-shrike-139f0,118,107,1.102803738317757,0.0847457627118644,0.01694915254237288,0.0423728813559322,0.025423728813559324,0.0423728813559322,0.1016949152542373,0.00847457627118644,0.025423728813559324,0.025423728813559324,0.07627118644067797,0.01694915254237288,0.0423728813559322,0.025423728813559324,0.05084745762711865,0.05084745762711865,0.1271186440677966,0.059322033898305086,0.09322033898305085,0.025423728813559324,0.059322033898305086,0.06542056074766354,0.018691588785046728,0.028037383177570093,0.028037383177570093,0.04672897196261682,0.08411214953271028,0.0,0.056074766355140186,0.04672897196261682,0.08411214953271028,0.0,0.009345794392523364,0.056074766355140186,0.09345794392523364,0.037383177570093455,0.14953271028037382,0.09345794392523364,0.037383177570093455,0.009345794392523364,0.056074766355140186
P907-A14-average-limiter-a125e,113,108,1.0462962962962963,0.05309734513274336,0.017699115044247787,0.05309734513274336,0.017699115044247787,0.02654867256637168,0.12389380530973451,0.0,0.04424778761061947,0.035398230088495575,0.08849557522123894,0.017699115044247787,0.035398230088495575,0.05309734513274336,0.04424778761061947,0.04424778761061947,0.1415929203539823,0.05309734513274336,0.061946902654867256,0.02654867256637168,0.061946902654867256,0.046296296296296294,0.018518518518518517,0.037037037037037035,0.046296296296296294,0.046296296296296294,0.09259259259259259,0.0,0.037037037037037035,0.009259259259259259,0.12037037037037036,0.0,0.018518518518518517,0.07407407407407407,0.06481481481481481,0.09259259259259259,0.12962962962962962,0.08333333333333333,0.027777777777777776,0.009259259259259259,0.046296296296296294
P907-A14-broad-vertex-224ba,118,107,1.102803738317757,0.07627118644067797,0.01694915254237288,0.0423728813559322,0.025423728813559324,0.00847457627118644,0.11016949152542373,0.01694915254237288,0.03389830508474576,0.025423728813559324,0.0847457627118644,0.025423728813559324,0.00847457627118644,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.1694915254237288,0.03389830508474576,0.09322033898305085,0.03389830508474576,0.06779661016949153,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.028037383177570093,0.04672897196261682,0.08411214953271028,0.009345794392523364,0.037383177570093455,0.009345794392523364,0.08411214953271028,0.009345794392523364,0.009345794392523364,0.06542056074766354,0.07476635514018691,0.07476635514018691,0.14018691588785046,0.102803738317757,0.037383177570093455,0.018691588785046728,0.037383177570093455
P907-A14-celeste-render-c7237,130,109,1.1926605504587156,0.07692307692307693,0.015384615384615385,0.05384615384615385,0.05384615384615385,0.03076923076923077,0.12307692307692308,0.0,0.046153846153846156,0.023076923076923078,0.06923076923076923,0.023076923076923078,0.03076923076923077,0.015384615384615385,0.038461538461538464,0.05384615384615385,0.13846153846153847,0.046153846153846156,0.06923076923076923,0.038461538461538464,0.05384615384615385,0.07339449541284404,0.01834862385321101,0.05504587155963303,0.027522935779816515,0.01834862385321101,0.11926605504587157,0.009174311926605505,0.03669724770642202,0.027522935779816515,0.07339449541284404,0.0,0.045871559633027525,0.045871559633027525,0.06422018348623854,0.045871559633027525,0.13761467889908258,0.07339449541284404,0.06422018348623854,0.009174311926605505,0.05504587155963303
P907-A14-citric-margarine-1e21c,122,107,1.1401869158878504,0.06557377049180328,0.01639344262295082,0.04918032786885246,0.04918032786885246,0.040983606557377046,0.11475409836065574,0.00819672131147541,0.01639344262295082,0.040983606557377046,0.08196721311475409,0.01639344262295082,0.00819672131147541,0.02459016393442623,0.02459016393442623,0.06557377049180328,0.13114754098360656,0.09016393442622951,0.06557377049180328,0.02459016393442623,0.06557377049180328,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.009345794392523364,0.04672897196261682,0.037383177570093455,0.06542056074766354,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.056074766355140186,0.12149532710280374,0.11214953271028037,0.037383177570093455,0.009345794392523364,0.056074766355140186
P907-A14-clever-sub-84f5e,130,109,1.1926605504587156,0.06153846153846154,0.015384615384615385,0.06153846153846154,0.03076923076923077,0.038461538461538464,0.1,0.007692307692307693,0.007692307692307693,0.03076923076923077,0.05384615384615385,0.03076923076923077,0.023076923076923078,0.007692307692307693,0.06153846153846154,0.05384615384615385,0.13076923076923078,0.1076923076923077,0.1076923076923077,0.023076923076923078,0.046153846153846156,0.08256880733944955,0.01834862385321101,0.01834862385321101,0.045871559633027525,0.027522935779816515,0.11926605504587157,0.01834862385321101,0.009174311926605505,0.03669724770642202,0.10091743119266056,0.0,0.01834862385321101,0.05504587155963303,0.05504587155963303,0.027522935779816515,0.10091743119266056,0.13761467889908258,0.05504587155963303,0.01834862385321101,0.05504587155963303
P907-A14-compact-ginger-fdb61,132,109,1.2110091743119267,0.07575757575757576,0.015151515151515152,0.045454545454545456,0.045454545454545456,0.030303030303030304,0.11363636363636363,0.0,0.030303030303030304,0.045454545454545456,0.05303030303030303,0.022727272727272728,0.007575757575757576,0.022727272727272728,0.030303030303030304,0.05303030303030303,0.09848484848484848,0.09090909090909091,0.11363636363636363,0.022727272727272728,0.08333333333333333,0.06422018348623854,0.01834862385321101,0.045871559633027525,0.045871559633027525,0.01834862385321101,0.10091743119266056,0.0,0.03669724770642202,0.03669724770642202,0.05504587155963303,0.0,0.0,0.07339449541284404,0.08256880733944955,0.027522935779816515,0.13761467889908258,0.09174311926605505,0.08256880733944955,0.009174311926605505,0.07339449541284404
P907-A14-concave-pinot-66fc0,127,111,1.1441441441441442,0.047244094488188976,0.015748031496062992,0.03937007874015748,0.03937007874015748,0.047244094488188976,0.11023622047244094,0.0,0.031496062992125984,0.031496062992125984,0.05511811023622047,0.023622047244094488,0.031496062992125984,0.015748031496062992,0.03937007874015748,0.05511811023622047,0.14173228346456693,0.06299212598425197,0.09448818897637795,0.031496062992125984,0.08661417322834646,0.05405405405405406,0.018018018018018018,0.036036036036036036,0.018018018018018018,0.018018018018018018,0.12612612612612611,0.009009009009009009,0.036036036036036036,0.036036036036036036,0.06306306306306306,0.009009009009009009,0.036036036036036036,0.05405405405405406,0.05405405405405406,0.018018018018018018,0.1891891891891892,0.09009009009009009,0.06306306306306306,0.009009009009009009,0.06306306306306306
P907-A14-coped-modulation-43c25,125,108,1.1574074074074074,0.064,0.016,0.048,0.032,0.056,0.104,0.0,0.024,0.04,0.064,0.024,0.024,0.024,0.024,0.064,0.112,0.112,0.08,0.032,0.056,0.05555555555555555,0.018518518518518517,0.046296296296296294,0.027777777777777776,0.027777777777777776,0.12037037037037036,0.009259259259259259,0.037037037037037035,0.037037037037037035,0.05555555555555555,0.018518518518518517,0.046296296296296294,0.07407407407407407,0.05555555555555555,0.027777777777777776,0.09259259259259259,0.1111111111111111,0.07407407407407407,0.018518518518518517,0.046296296296296294
P907-A14-crazy-bifocal-7c4f1,117,109,1.073394495412844,0.07692307692307693,0.017094017094017096,0.05982905982905983,0.02564102564102564,0.02564102564102564,0.08547008547008547,0.017094017094017096,0.042735042735042736,0.05128205128205128,0.05982905982905983,0.02564102564102564,0.017094017094017096,0.02564102564102564,0.05982905982905983,0.05128205128205128,0.1111111111111111,0.07692307692307693,0.08547008547008547,0.03418803418803419,0.05128205128205128,0.045871559633027525,0.01834862385321101,0.05504587155963303,0.03669724770642202,0.027522935779816515,0.08256880733944955,0.009174311926605505,0.05504587155963303,0.027522935779816515,0.045871559633027525,0.009174311926605505,0.03669724770642202,0.05504587155963303,0.05504587155963303,0.045871559633027525,0.1743119266055046,0.08256880733944955,0.06422018348623854,0.01834862385321101,0.05504587155963303
