antibody_id,vh_thermal_stability_score,vh_thermal_stability_sum,vh_thermal_stability_std,vh_thermal_stability_range,vh_helix_formers_propensity,vh_helix_formers_count,vh_sheet_formers_propensity,vh_sheet_formers_count,vh_turn_formers_propensity,vh_turn_formers_count,vh_helix_breakers_propensity,vh_helix_breakers_count,vh_sheet_breakers_propensity,vh_sheet_breakers_count,vh_cysteine_count,vh_potential_disulfides,vh_cysteine_density,vh_avg_cys_spacing,vh_min_cys_spacing,vh_max_cys_spacing,vh_optimal_spacing_count,vh_disulfide_quality_score,vh_flexible_residues_fraction,vh_flexible_residues_count,vh_rigid_residues_fraction,vh_rigid_residues_count,vh_hydrophobic_core_fraction,vh_hydrophobic_core_count,vh_surface_polar_fraction,vh_surface_polar_count,vh_sequence_entropy,vh_aa_diversity,vh_most_frequent_aa_fraction,vh_entropy_normalized,vh_avg_local_entropy,vh_max_local_entropy,vh_entropy_variation,vh_thermostable_DY_count,vh_thermostable_WG_count,vh_thermostable_YY_count,vh_thermolabile_NG_count,vh_thermolabile_DN_count,vh_thermolabile_GG_count,vh_stabilizing_LEWV_count,vh_stabilizing_WGKG_count,vh_thermal_motif_balance,vh_thermal_motif_ratio,vl_thermal_stability_score,vl_thermal_stability_sum,vl_thermal_stability_std,vl_thermal_stability_range,vl_helix_formers_propensity,vl_helix_formers_count,vl_sheet_formers_propensity,vl_sheet_formers_count,vl_turn_formers_propensity,vl_turn_formers_count,vl_helix_breakers_propensity,vl_helix_breakers_count,vl_sheet_breakers_propensity,vl_sheet_breakers_count,vl_cysteine_count,vl_potential_disulfides,vl_cysteine_density,vl_avg_cys_spacing,vl_min_cys_spacing,vl_max_cys_spacing,vl_optimal_spacing_count,vl_disulfide_quality_score,vl_flexible_residues_fraction,vl_flexible_residues_count,vl_rigid_residues_fraction,vl_rigid_residues_count,vl_hydrophobic_core_fraction,vl_hydrophobic_core_count,vl_surface_polar_fraction,vl_surface_polar_count,vl_sequence_entropy,vl_aa_diversity,vl_most_frequent_aa_fraction,vl_entropy_normalized,vl_avg_local_entropy,vl_max_local_entropy,vl_entropy_variation,vl_thermostable_DY_count,vl_thermostable_WG_count,vl_thermostable_YY_count,vl_thermolabile_NG_count,vl_thermolabile_DN_count,vl_thermolabile_GG_count,vl_stabilizing_LEWV_count,vl_stabilizing_WGKG_count,vl_thermal_motif_balance,vl_thermal_motif_ratio,vh_hydrophobic_core_compactness,vh_core_size,vh_core_density,vh_surface_charge_density,vh_flexibility_ratio,vh_structural_rigidity,vh_flexibility_index,vh_abmelt_stability_score,vh_estimated_tm_contribution,vh_thermal_cooperativity,vh_unfolding_resistance,vl_hydrophobic_core_compactness,vl_core_size,vl_core_density,vl_surface_charge_density,vl_flexibility_ratio,vl_structural_rigidity,vl_flexibility_index,vl_abmelt_stability_score,vl_estimated_tm_contribution,vl_thermal_cooperativity,vl_unfolding_resistance,vh_vhh_vhh_stable_DY,vh_vhh_vhh_stable_WG,vh_vhh_vhh_stable_YY,vh_vhh_fr1_thermal_score,vh_vhh_fr4_thermal_score,vh_vhh_framework_stability_balance,vh_vhh_nanobody_size_factor,vh_vhh_compact_domain_score,combined_thermal_score,combined_abmelt_score,combined_cysteine_count,combined_disulfide_potential,vh_vl_thermal_balance,thermal_domain_cooperativity,predicted_thermal_stability,extraction_success
GDPa1-001,-0.07983193277310927,-9.500000000000002,0.45973683227112067,1.6,0.3025210084033613,36,0.2857142857142857,34,0.2773109243697479,33,0.14285714285714285,17,0.14285714285714285,17,2,1,0.01680672268907563,74.0,74,74,0,0.5,0.33613445378151263,40,0.06722689075630252,8,0.31092436974789917,37,0.453781512605042,54,4.030415342222149,20,0.11764705882352941,0.93255030017504,2.7733457198106573,3.1219280948873624,0.20053582022629515,0,1,1,0,0,0,0,0,2,2.0,-0.07757009345794393,-8.3,0.4820727077466602,1.6,0.2897196261682243,31,0.29906542056074764,32,0.29906542056074764,32,0.14953271028037382,16,0.14953271028037382,16,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.3364485981308411,36,0.04672897196261682,5,0.29906542056074764,32,0.4766355140186916,51,3.961336526043847,19,0.1308411214953271,0.916566967120513,2.7439338795362747,3.3219280948873626,0.3248293093396471,0,0,1,0,0,2,0,0,-1,0.3333333333333333,0.23841059602649006,37,0.31092436974789917,0.17647058823529413,4.444444444444445,0.06722689075630252,0.33613445378151263,0.49684873949579833,79.74789915966386,0.0,0.3319327731092437,0.2296296296296296,32,0.29906542056074764,0.17757009345794392,6.0,0.04672897196261682,0.3364485981308411,0.47546728971962615,78.03738317757009,0.0,0.3317757009345794,0,1,1,-0.05666666666666668,-0.046666666666666676,0,0.5220883534136547,0.058823529411764705,-0.1574020262310532,0.9723160292154245,4,2,0.00226183931516534,0.006192570486138383,0.7208583994345402,True
GDPa1-002,-0.06779661016949153,-8.0,0.45656814070536417,1.6,0.2711864406779661,32,0.3050847457627119,36,0.2711864406779661,32,0.1271186440677966,15,0.1271186440677966,15,2,1,0.01694915254237288,74.0,74,74,0,0.5,0.3474576271186441,41,0.059322033898305086,7,0.3135593220338983,37,0.4745762711864407,56,4.063882724271669,20,0.1271186440677966,0.9402939232327929,2.7777773728874,3.3219280948873626,0.30276986752681406,1,1,1,0,0,1,0,0,2,1.5,-0.08504672897196262,-9.100000000000001,0.4656025617197081,1.6,0.24299065420560748,26,0.2897196261682243,31,0.29906542056074764,32,0.14018691588785046,15,0.14018691588785046,15,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.34579439252336447,37,0.06542056074766354,7,0.2616822429906542,28,0.5046728971962616,54,3.9908210452868715,20,0.14018691588785046,0.9233890424988386,2.7607385321487015,3.3219280948873626,0.2771113261900516,1,0,2,0,0,0,0,0,3,3.0,0.24000000000000005,37,0.3135593220338983,0.1694915254237288,5.125,0.059322033898305086,0.3474576271186441,0.489406779661017,79.15254237288136,0.0,0.326271186440678,0.20610687022900767,28,0.2616822429906542,0.1588785046728972,4.625,0.06542056074766354,0.34579439252336447,0.46845794392523366,77.4766355140187,0.0,0.3271028037383178,1,1,1,-0.10666666666666667,-0.02666666666666667,0,0.5241935483870968,0.059322033898305086,-0.15284333914145415,0.9578647235862506,4,2,0.0172501188024711,0.005765879930302551,0.7186131791541264,True
GDPa1-003,-0.03499999999999999,-4.199999999999998,0.4565541223849224,1.6,0.19166666666666668,23,0.35,42,0.23333333333333334,28,0.10833333333333334,13,0.10833333333333334,13,2,1,0.016666666666666666,73.0,73,73,0,0.5,0.3333333333333333,40,0.075,9,0.35,42,0.48333333333333334,58,4.0348283580717546,20,0.14166666666666666,0.9335713758969675,2.7941561975932445,3.3219280948873626,0.23702020341435448,2,1,1,0,0,0,0,0,4,4.0,-0.08037383177570095,-8.600000000000001,0.4787911671544605,1.6,0.24299065420560748,26,0.29906542056074764,32,0.2897196261682243,31,0.14953271028037382,16,0.14953271028037382,16,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.32710280373831774,35,0.06542056074766354,7,0.2897196261682243,31,0.48598130841121495,52,4.013487876472958,20,0.1308411214953271,0.9286336533966691,2.7856886596776462,3.3219280948873626,0.31106552744227534,0,0,1,0,0,1,0,0,0,0.5,0.2611464968152866,42,0.35,0.175,4.0,0.075,0.3333333333333333,0.5229166666666667,81.83333333333334,0.0,0.33333333333333337,0.22388059701492538,31,0.2897196261682243,0.17757009345794392,4.375,0.06542056074766354,0.32710280373831774,0.48714953271028033,78.97196261682242,0.0,0.33644859813084116,2,1,1,-0.013333333333333327,0.029999999999999995,0,0.52,0.075,-0.11537383177570094,1.010066199376947,4,2,0.045373831775700965,0.0028130841121495327,0.7429044003115265,True
GDPa1-004,-0.09406779661016951,-11.100000000000001,0.46419099898556077,1.6,0.2627118644067797,31,0.2966101694915254,35,0.2711864406779661,32,0.13559322033898305,16,0.13559322033898305,16,2,1,0.01694915254237288,74.0,74,74,0,0.5,0.3305084745762712,39,0.06779661016949153,8,0.3135593220338983,37,0.4915254237288136,58,3.964319541570502,19,0.13559322033898305,0.9172571719228984,2.8033264292470004,3.3219280948873626,0.287449592794983,0,1,1,0,0,1,0,0,1,1.0,-0.08785046728971965,-9.400000000000002,0.4770842674001273,1.6,0.2523364485981308,27,0.2803738317757009,30,0.3364485981308411,36,0.14953271028037382,16,0.14953271028037382,16,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.35514018691588783,38,0.08411214953271028,9,0.308411214953271,33,0.48598130841121495,52,4.000674882079104,19,0.1588785046728972,0.9256690056485932,2.736208838253489,3.3219280948873626,0.2943112854380966,0,0,1,0,0,0,0,0,1,1.0,0.24000000000000005,37,0.3135593220338983,0.19491525423728814,4.333333333333333,0.06779661016949153,0.3305084745762712,0.5,80.0,0.0,0.3347457627118644,0.23529411764705882,33,0.308411214953271,0.14018691588785046,3.8,0.08411214953271028,0.35514018691588783,0.5035046728971961,80.28037383177569,0.0,0.32242990654205606,0,1,1,-0.060000000000000005,-0.05999999999999999,0,0.5241935483870968,0.06779661016949153,-0.18191826389988916,1.0035046728971961,4,2,0.006217329320449855,0.008263899889117698,0.7213006890543323,True
GDPa1-005,-0.03884297520661158,-4.700000000000001,0.4678722543789004,1.6,0.2644628099173554,32,0.3305785123966942,40,0.2727272727272727,33,0.10743801652892562,13,0.10743801652892562,13,2,1,0.01652892561983471,74.0,74,74,0,0.5,0.3140495867768595,38,0.049586776859504134,6,0.36363636363636365,44,0.45454545454545453,55,4.04837814482166,20,0.1322314049586777,0.9367065013438564,2.8852336752058716,3.3219280948873626,0.2585785184323395,3,1,1,0,1,1,1,0,3,1.6666666666666667,-0.07196261682242991,-7.7,0.45933604918309373,1.6,0.2803738317757009,30,0.2803738317757009,30,0.2897196261682243,31,0.14018691588785046,15,0.14018691588785046,15,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.32710280373831774,35,0.06542056074766354,7,0.2897196261682243,31,0.48598130841121495,52,3.9808374326023985,19,0.1308411214953271,0.9210790520350262,2.766050789781893,3.3219280948873626,0.2935322307293265,0,0,1,0,0,0,0,0,1,1.0,0.26875,44,0.36363636363636365,0.19008264462809918,5.428571428571429,0.049586776859504134,0.3140495867768595,0.515495867768595,81.2396694214876,0.0,0.3429752066115702,0.22388059701492538,31,0.2897196261682243,0.1588785046728972,4.375,0.06542056074766354,0.32710280373831774,0.48714953271028033,78.97196261682242,0.0,0.33644859813084116,3,1,1,-0.07333333333333333,0.06000000000000002,0,0.5179282868525896,0.049586776859504134,-0.11080559202904149,1.0026454004788754,4,2,0.03311964161581833,0.0027952421410365343,0.7424196725110064,True
GDPa1-006,-0.05322580645161292,-6.600000000000002,0.4744156820068525,1.6,0.27419354838709675,34,0.33064516129032256,41,0.25806451612903225,32,0.14516129032258066,18,0.14516129032258066,18,2,1,0.016129032258064516,74.0,74,74,0,0.5,0.3064516129032258,38,0.056451612903225805,7,0.3387096774193548,42,0.43548387096774194,54,4.067021309008339,20,0.12096774193548387,0.9410201233610143,2.768714616551242,3.3219280948873626,0.3012895984936407,0,1,3,0,1,1,1,1,2,1.3333333333333333,-0.08317757009345794,-8.9,0.46231558208741413,1.6,0.2336448598130841,25,0.2803738317757009,30,0.3364485981308411,36,0.14018691588785046,15,0.14018691588785046,15,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.37383177570093457,40,0.06542056074766354,7,0.2803738317757009,30,0.5046728971962616,54,3.871185482976002,19,0.18691588785046728,0.8957079798609866,2.6417512616919705,3.3219280948873626,0.25801872398858516,0,0,1,0,0,1,0,0,0,0.5,0.2546583850931677,42,0.3387096774193548,0.20967741935483872,4.75,0.056451612903225805,0.3064516129032258,0.5100806451612903,80.80645161290322,0.0,0.3467741935483871,0.21804511278195488,30,0.2803738317757009,0.1308411214953271,5.0,0.06542056074766354,0.37383177570093457,0.47079439252336447,77.66355140186916,0.0,0.3130841121495327,0,1,3,-0.04666666666666668,-0.08,0,0.5118110236220472,0.056451612903225805,-0.13640337654507087,0.9808750376846547,4,2,0.02995176364184502,0.00442719324690986,0.7292977464576424,True
GDPa1-007,-0.0512396694214876,-6.2,0.4715221881985269,1.6,0.24793388429752067,30,0.32231404958677684,39,0.2644628099173554,32,0.14049586776859505,17,0.14049586776859505,17,2,1,0.01652892561983471,76.0,76,76,0,0.5,0.32231404958677684,39,0.0743801652892562,9,0.3305785123966942,40,0.4628099173553719,56,4.072869180890763,20,0.10743801652892562,0.9423731935079566,2.8369495680321086,3.3219280948873626,0.24724466003330092,1,1,1,0,0,0,0,0,3,3.0,-0.09158878504672897,-9.8,0.46606756064885924,1.6,0.2523364485981308,27,0.2803738317757009,30,0.29906542056074764,32,0.1308411214953271,14,0.1308411214953271,14,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.34579439252336447,37,0.06542056074766354,7,0.27102803738317754,29,0.5327102803738317,57,4.046789841632276,20,0.12149532710280374,0.9363390025899408,2.785458493872357,3.3219280948873626,0.32359240499160097,0,0,1,0,0,0,0,0,1,1.0,0.25,40,0.3305785123966942,0.17355371900826447,3.9,0.0743801652892562,0.32231404958677684,0.515495867768595,81.2396694214876,0.0,0.33884297520661155,0.21212121212121213,29,0.27102803738317754,0.17757009345794392,4.625,0.06542056074766354,0.34579439252336447,0.4731308411214953,77.85046728971963,0.0,0.3271028037383178,1,1,1,-0.060000000000000005,-0.019999999999999997,0,0.5179282868525896,0.08264462809917356,-0.14282845446821657,0.9886267088900903,4,2,0.04034911562524137,0.0046929790685100795,0.7293081408820576,True
GDPa1-008,-0.07711864406779662,-9.100000000000001,0.4851019492620314,1.6,0.22033898305084745,26,0.3135593220338983,37,0.3305084745762712,39,0.1440677966101695,17,0.1440677966101695,17,2,1,0.01694915254237288,74.0,74,74,0,0.5,0.3813559322033898,45,0.05084745762711865,6,0.3389830508474576,40,0.4576271186440678,54,4.028865305531919,20,0.1271186440677966,0.9321916554553225,2.8123732499007446,3.3219280948873626,0.2874714977310792,0,2,1,0,0,3,0,0,0,0.75,-0.07964601769911504,-9.0,0.46831637669296977,1.6,0.23893805309734514,27,0.30973451327433627,35,0.3008849557522124,34,0.13274336283185842,15,0.13274336283185842,15,2,1,0.017699115044247787,71.0,71,71,0,0.5,0.336283185840708,38,0.07079646017699115,8,0.2831858407079646,32,0.49557522123893805,56,4.048692437835892,19,0.12389380530973451,0.9367792218998979,2.742092914480326,3.3219280948873626,0.3097105610995243,0,0,2,0,0,0,0,0,2,2.0,0.25490196078431376,40,0.3389830508474576,0.1694915254237288,6.428571428571429,0.05084745762711865,0.3813559322033898,0.4872881355932204,78.98305084745763,0.0,0.3093220338983051,0.21985815602836878,32,0.2831858407079646,0.1592920353982301,4.222222222222222,0.07079646017699115,0.336283185840708,0.4856194690265486,78.84955752212389,0.0,0.331858407079646,0,2,1,-0.09333333333333332,-0.04333333333333334,0,0.5241935483870968,0.05084745762711865,-0.15676466176691167,0.972907604619769,4,2,0.0025273736313184275,0.006142192890355482,0.7211975026248687,True
GDPa1-009,-0.10000000000000002,-11.900000000000002,0.4692207020442414,1.6,0.24369747899159663,29,0.29411764705882354,35,0.3277310924369748,39,0.15126050420168066,18,0.15126050420168066,18,2,1,0.01680672268907563,74.0,74,74,0,0.5,0.3697478991596639,44,0.058823529411764705,7,0.2857142857142857,34,0.4789915966386555,57,4.018070886467835,20,0.15126050420168066,0.9296940620601771,2.806313594816557,3.3219280948873626,0.25756910412665385,1,1,0,1,0,1,0,0,0,0.6666666666666666,-0.10943396226415095,-11.6,0.4422345279537647,1.6,0.25471698113207547,27,0.2641509433962264,28,0.33962264150943394,36,0.1320754716981132,14,0.1320754716981132,14,2,1,0.018867924528301886,64.0,64,64,0,0.5,0.37735849056603776,40,0.07547169811320754,8,0.2641509433962264,28,0.5283018867924528,56,3.9776720796209,20,0.19811320754716982,0.9203466583181471,2.7689476155953106,3.3219280948873626,0.3524258225357636,0,0,1,0,0,0,0,0,1,1.0,0.222972972972973,34,0.2857142857142857,0.17647058823529413,5.5,0.058823529411764705,0.3697478991596639,0.4695378151260504,77.56302521008404,0.0,0.31512605042016806,0.20769230769230768,28,0.2641509433962264,0.18867924528301888,4.444444444444445,0.07547169811320754,0.37735849056603776,0.4693396226415094,77.54716981132076,0.0,0.3113207547169811,1,1,0,-0.12333333333333332,-0.10666666666666667,0,0.5220883534136547,0.06722689075630252,-0.20943396226415095,0.9388774377675598,4,2,0.009433962264150927,0.010943396226415096,0.6968891707626447,True
GDPa1-010,-0.05826086956521738,-6.699999999999998,0.46903835176383046,1.6,0.19130434782608696,22,0.3652173913043478,42,0.28695652173913044,33,0.1391304347826087,16,0.1391304347826087,16,2,1,0.017391304347826087,73.0,73,73,0,0.5,0.3565217391304348,41,0.06956521739130435,8,0.3130434782608696,36,0.45217391304347826,52,4.024951078116766,20,0.11304347826086956,0.9312859885101036,2.738691836405874,3.1219280948873624,0.24111412135620966,1,1,2,0,0,1,0,0,3,2.0,-0.07850467289719626,-8.4,0.46222299861155086,1.6,0.2523364485981308,27,0.2897196261682243,31,0.2803738317757009,30,0.1308411214953271,14,0.1308411214953271,14,2,1,0.018691588785046728,65.0,65,65,0,0.5,0.3364485981308411,36,0.056074766355140186,6,0.2803738317757009,30,0.5046728971962616,54,4.016693204629692,20,0.1308411214953271,0.929375296498165,2.7379396928210427,3.3219280948873626,0.2853962290725128,0,0,1,0,0,1,0,0,0,0.5,0.23972602739726032,36,0.3130434782608696,0.1565217391304348,4.555555555555555,0.06956521739130435,0.3565217391304348,0.4945652173913044,79.56521739130434,0.0,0.32173913043478264,0.21804511278195488,30,0.2803738317757009,0.17757009345794392,5.142857142857143,0.056074766355140186,0.3364485981308411,0.47313084112149534,77.85046728971963,0.0,0.3317757009345794,1,1,2,-0.06333333333333331,0.0,0,0.5306122448979592,0.06956521739130435,-0.13676554246241363,0.9676960585127997,4,2,0.02024380333197888,0.004573750507923607,0.7258943518894758,True
